origin / session_media,date,total_users,sessions,engagement_rate,engaged_sessions,average_session_duration,session_conversion_rate,conversions,avarage_purchase_revenue,total_revenue
(direct) / (none),20230714,67,76,0.5131578947368421,39,422.15704243421055,0.013157894736842105,1,514.229999,514.229999
(direct) / (none),20230715,47,48,0.5833333333333334,28,196.18562427083336,0.020833333333333332,1,71.400002,71.400002
(direct) / (none),20230720,105,112,0.5982142857142857,67,182.02965840178575,0.008928571428571428,1,389.2,389.2
(direct) / (none),20230723,79,92,0.5108695652173914,47,289.8593689891304,0.010869565217391304,1,377.460001,377.460001
(direct) / (none),20230802,79,91,0.5164835164835165,47,253.1399142307692,0.01098901098901099,1,409.439999,409.439999
(direct) / (none),20230803,80,93,0.41935483870967744,39,142.2706656021505,0.010752688172043012,1,109.790001,109.790001
(direct) / (none),20230806,51,56,0.625,35,210.74490507142855,0.017857142857142856,1,96.919998,96.919998
(direct) / (none),20230816,73,82,0.32926829268292684,27,219.67643291463418,0.012195121951219513,1,42.859998,42.859998
(direct) / (none),20230817,56,59,0.5084745762711864,30,213.68355908474578,0.01694915254237288,1,238.099998,238.099998
(direct) / (none),20230819,48,52,0.40384615384615385,21,447.9304678461539,0.019230769230769232,1,259.02,259.02
(direct) / (none),20230820,56,62,0.5483870967741935,34,450.504031983871,0.016129032258064516,1,1049.800002,1049.800002
(direct) / (none),20230824,45,50,0.44,22,184.0965592,0.02,1,285.650001,285.650001
(direct) / (none),20230825,59,72,0.5277777777777778,38,300.3589470416666,0.013888888888888888,1,806.69,806.69
(direct) / (none),20230830,57,68,0.4852941176470588,33,342.32131375,0.014705882352941176,1,287.84,287.84
(direct) / (none),20230901,52,59,0.4067796610169492,24,283.81608206779663,0.01694915254237288,1,157.589999,157.589999
(direct) / (none),20230902,62,65,0.38461538461538464,25,192.06941796923078,0.015384615384615385,1,85.07,85.07
(direct) / (none),20230904,69,78,0.44871794871794873,35,232.8107048846154,0.01282051282051282,1,32.710001,32.710001
(direct) / (none),20230910,60,72,0.4861111111111111,35,514.3248924027778,0.013888888888888888,1,353.190001,353.190001
(direct) / (none),20230911,50,67,0.5074626865671642,34,337.8609720447761,0.014925373134328358,1,334.830001,334.830001
(direct) / (none),20230916,63,73,0.3561643835616438,26,247.2764409589041,0.0136986301369863,1,1560.43,1560.43
(direct) / (none),20230917,86,94,0.574468085106383,54,132.95036988297872,0.010638297872340425,1,509.660001,509.660001
(direct) / (none),20230919,55,65,0.38461538461538464,25,178.7753378153846,0.015384615384615385,1,838.760002,838.760002
(direct) / (none),20230926,68,77,0.4155844155844156,32,126.38323806493506,0.012987012987012988,1,219.379998,219.379998
(direct) / (none),20230929,42,52,0.5,26,306.73047196153846,0.019230769230769232,1,2358,2358
(direct) / (none),20231001,51,59,0.3728813559322034,22,158.8294523220339,0.01694915254237288,1,201.81,201.81
(direct) / (none),20231013,73,86,0.5581395348837209,48,225.92743245348834,0.011627906976744186,1,148.999999,148.999999
(direct) / (none),20231016,52,60,0.5,30,115.85640621666668,0.016666666666666666,1,2282.600002,2282.600002
(direct) / (none),20231018,52,57,0.5614035087719298,32,227.60089508771932,0.017543859649122806,1,4199.899998,4199.899998
(direct) / (none),20231019,66,79,0.4936708860759494,39,217.0795824683544,0.012658227848101266,1,356.100002,356.100002
(direct) / (none),20231022,39,40,0.55,22,220.84629562499998,0.025,1,122.609999,122.609999
(direct) / (none),20231023,63,71,0.38028169014084506,27,203.73329646478874,0.014084507042253521,1,371.859998,371.859998
(direct) / (none),20231024,68,78,0.47435897435897434,37,280.37237311538456,0.01282051282051282,1,1375.289999,1375.289999
(direct) / (none),20231026,73,80,0.575,46,202.7035203,0.0125,1,149.220001,149.220001
(direct) / (none),20231102,72,79,0.45569620253164556,36,316.43306515189875,0.012658227848101266,1,106.440001,106.440001
(direct) / (none),20231105,56,61,0.5737704918032787,35,320.1380839344263,0.01639344262295082,1,159.32,159.32
(direct) / (none),20231106,68,81,0.43209876543209874,35,151.95289808641976,0.012345679012345678,1,850.210001,850.210001
(direct) / (none),20231108,75,82,0.4146341463414634,34,120.54371615853657,0.012195121951219513,1,801.980002,801.980002
(direct) / (none),20231110,82,88,0.42045454545454547,37,150.76238888636362,0.011363636363636364,1,808.150002,808.150002
(direct) / (none),20231114,92,103,0.4077669902912621,42,207.49033585436894,0.009708737864077669,1,495.66,495.66
(direct) / (none),20231115,72,80,0.5375,43,310.872507075,0.0125,1,312.790002,312.790002
(direct) / (none),20231117,64,81,0.5185185185185185,42,210.065689308642,0.012345679012345678,1,68.95,68.95
(direct) / (none),20231124,152,180,0.6611111111111111,119,277.0843231888889,0.005555555555555556,1,873.63,873.63
(direct) / (none),20231127,115,128,0.5625,72,199.602118578125,0.0078125,1,239.18,239.18
(direct) / (none),20231130,94,117,0.4700854700854701,55,194.59448252991456,0.008547008547008548,1,269.560001,269.560001
(direct) / (none),20231201,81,93,0.3870967741935484,36,142.55315751612903,0.010752688172043012,1,312.689999,312.689999
(direct) / (none),20231205,105,121,0.4462809917355372,54,166.21842007438013,0.008264462809917356,1,101.350001,101.350001
(direct) / (none),20231206,80,95,0.5052631578947369,48,233.25768784210527,0.010526315789473684,1,536.999998,536.999998
(direct) / (none),20231213,201,213,0.23943661971830985,51,89.02444696713616,0.004694835680751174,1,274.450001,274.450001
(direct) / (none),20231215,60,71,0.4084507042253521,29,107.85518132394365,0.014084507042253521,1,917.189999,917.189999
(direct) / (none),20231216,58,71,0.49295774647887325,35,193.7771287605634,0.014084507042253521,1,629.1,629.1
(direct) / (none),20231219,68,75,0.41333333333333333,31,236.40702992,0.013333333333333334,1,120.270001,120.270001
(direct) / (none),20231223,103,106,0.41509433962264153,44,108.0019155471698,0.009433962264150943,1,60.050001,60.050001
(direct) / (none),20231224,50,54,0.42592592592592593,23,87.96432298148149,0.018518518518518517,1,142.310002,142.310002
(direct) / (none),20231226,62,69,0.5362318840579711,37,160.4585394927536,0.014492753623188406,1,97.719998,97.719998
(direct) / (none),20231228,57,63,0.47619047619047616,30,167.37594044444447,0.015873015873015872,1,71.7,71.7
(direct) / (none),20231230,53,62,0.5645161290322581,35,138.66220895161294,0.016129032258064516,1,261.050001,261.050001
(not set),20231226,44,44,0,0,42.31732886363636,0.022727272727272728,1,890.189998,890.189998
RD Station / email,20230603,37,44,0.5227272727272727,23,121.24358002272729,0.022727272727272728,1,149.899998,149.899998
RD Station / email,20230604,48,58,0.5862068965517241,34,210.91869336206895,0.017241379310344827,1,853.4,853.4
RD Station / email,20230718,49,64,0.75,48,504.87700246875,0.015625,1,601.349999,601.349999
RD Station / email,20230831,46,51,0.6470588235294118,33,401.3667582352941,0.0196078431372549,1,215.289998,215.289998
RD Station / email,20231031,45,54,0.7592592592592593,41,322.1491966111111,0.018518518518518517,1,295.7,295.7
edrone / email,20231106,94,120,0.6083333333333333,73,416.71945070833334,0.008333333333333333,1,476.810001,476.810001
edrone / email,20231110,52,71,0.647887323943662,46,382.5117019577465,0.014084507042253521,1,480.579999,480.579999
edrone / email,20231114,39,56,0.7321428571428571,41,779.7448020178572,0.017857142857142856,1,362.669998,362.669998
edrone / email,20231127,102,134,0.6940298507462687,93,580.2163349253732,0.007462686567164179,1,1639.550001,1639.550001
edrone / email,20231204,62,75,0.6933333333333334,52,923.46894944,0.013333333333333334,1,108.189998,108.189998
edrone / email,20231211,38,45,0.6222222222222222,28,272.6824225333333,0.022222222222222223,1,1492.110001,1492.110001
facebook / cpc,20230316,37,39,0.8461538461538461,33,216.34831987179487,0.02564102564102564,1,111.69,111.69
facebook / cpc,20230318,56,58,0.6551724137931034,38,170.75662005172416,0.017241379310344827,1,349.230002,349.230002
facebook / cpc,20230324,47,50,0.64,32,247.95148434000004,0.02,1,392.000001,392.000001
facebook / cpc,20230326,59,60,0.8166666666666667,49,177.44469201666666,0.016666666666666666,1,174.759998,174.759998
facebook / cpc,20230405,52,54,0.6111111111111112,33,157.88227770370372,0.018518518518518517,1,118.949998,118.949998
facebook / cpc,20230416,69,70,0.5857142857142857,41,112.52545199999999,0.014285714285714285,1,715.099999,715.099999
facebook / cpc,20230429,68,70,0.7142857142857143,50,227.74438955714285,0.014285714285714285,1,62.8,62.8
facebook / cpc,20230430,80,86,0.6046511627906976,52,120.65947988372093,0.011627906976744186,1,1890.170001,1890.170001
facebook / cpc,20230509,102,105,0.5238095238095238,55,96.75703046666666,0.009523809523809525,1,164.700001,164.700001
facebook / cpc,20230515,116,119,0.5294117647058824,63,61.73471357983193,0.008403361344537815,1,1331.799998,1331.799998
facebook / cpc,20230516,111,123,0.4146341463414634,51,62.578924829268296,0.008130081300813009,1,1387.599998,1387.599998
facebook / cpc,20230524,83,90,0.4666666666666667,42,98.81023765555557,0.011111111111111112,1,79.99,79.99
facebook / cpc,20230602,165,173,0.5549132947976878,96,62.525721878612714,0.005780346820809248,1,189.799999,189.799999
facebook / cpc,20230613,145,148,0.5472972972972973,81,76.64751433783783,0.006756756756756757,1,108.660002,108.660002
facebook / cpc,20230614,141,142,0.30985915492957744,44,51.73178191549296,0.007042253521126761,1,217.699998,217.699998
facebook / cpc,20230626,109,109,0.44036697247706424,48,64.33415165137615,0.009174311926605505,1,167.88,167.88
facebook / cpc,20230702,73,80,0.6875,55,234.025303175,0.0125,1,397.999998,397.999998
facebook / cpc,20230704,204,214,0.7663551401869159,164,209.83066379439248,0.004672897196261682,1,219.480002,219.480002
facebook / cpc,20230706,187,198,0.6818181818181818,135,175.79979922727276,0.005050505050505051,1,200.579999,200.579999
facebook / cpc,20230707,228,242,0.6983471074380165,169,194.30990408677687,0.004132231404958678,1,205.020002,205.020002
facebook / cpc,20230712,172,176,0.6590909090909091,116,129.43722883522727,0.005681818181818182,1,353.400001,353.400001
facebook / cpc,20230713,177,188,0.6968085106382979,131,191.3047208085106,0.005319148936170213,1,356.699999,356.699999
facebook / cpc,20230715,163,168,0.6369047619047619,107,227.133040125,0.005952380952380952,1,125.700001,125.700001
facebook / cpc,20230717,201,211,0.6635071090047393,140,134.60355986729857,0.004739336492890996,1,158.749999,158.749999
facebook / cpc,20230719,191,196,0.6020408163265306,118,138.54346325,0.00510204081632653,1,59.900001,59.900001
facebook / cpc,20230720,180,189,0.6455026455026455,122,195.02255626455027,0.005291005291005291,1,621.600002,621.600002
facebook / cpc,20230725,198,207,0.6618357487922706,137,167.19005739613527,0.004830917874396135,1,110.700001,110.700001
facebook / cpc,20230726,215,231,0.6406926406926406,148,198.97453568831168,0.004329004329004329,1,144.359998,144.359998
facebook / cpc,20230727,174,180,0.7222222222222222,130,209.87369725000002,0.005555555555555556,1,109.5,109.5
facebook / cpc,20230730,247,262,0.6679389312977099,175,195.6384709274809,0.003816793893129771,1,171.379999,171.379999
facebook / cpc,20230812,89,94,0.648936170212766,61,135.8701698723404,0.010638297872340425,1,309.719999,309.719999
facebook / cpc,20230828,94,103,0.5436893203883495,56,121.49961066990292,0.009708737864077669,1,135.270002,135.270002
facebook / cpc,20230903,93,98,0.5918367346938775,58,205.32280753061227,0.01020408163265306,1,762.881812,762.881812
facebook / cpc,20230904,94,100,0.59,59,185.74018643999997,0.01,1,312.629998,312.629998
facebook / cpc,20230906,95,103,0.47572815533980584,49,218.1837495631068,0.009708737864077669,1,125.120001,125.120001
facebook / cpc,20230919,90,95,0.49473684210526314,47,85.5736281368421,0.010526315789473684,1,151.429999,151.429999
facebook / cpc,20230929,76,81,0.43209876543209874,35,99.098072,0.012345679012345678,1,135.21,135.21
facebook / cpc,20230930,82,93,0.5591397849462365,52,140.7288888172043,0.010752688172043012,1,213.960001,213.960001
facebook / cpc,20231004,70,72,0.5277777777777778,38,98.52854811111112,0.013888888888888888,1,623.999999,623.999999
facebook / cpc,20231005,79,85,0.47058823529411764,40,71.60280414117646,0.011764705882352941,1,409.800002,409.800002
facebook / cpc,20231008,113,119,0.6386554621848739,76,167.59002882352942,0.008403361344537815,1,253.500001,253.500001
facebook / cpc,20231024,58,61,0.47540983606557374,29,138.84365947540985,0.01639344262295082,1,335.939998,335.939998
facebook / cpc,20231031,112,116,0.5,58,81.80450680172413,0.008620689655172414,1,406.639999,406.639999
facebook / cpc,20231101,124,129,0.5891472868217055,76,308.56086870542634,0.007751937984496124,1,343.830001,343.830001
facebook / cpc,20231103,104,116,0.5689655172413793,66,120.58974472413793,0.008620689655172414,1,999.319999,999.319999
facebook / cpc,20231106,102,104,0.6057692307692307,63,80.403580625,0.009615384615384616,1,883,883
facebook / cpc,20231109,69,77,0.5064935064935064,39,93.03433771428571,0.012987012987012988,1,416.169999,416.169999
facebook / cpc,20231113,284,297,0.7710437710437711,229,156.41026173737373,0.003367003367003367,1,269.170002,269.170002
facebook / cpc,20231114,254,260,0.7384615384615385,192,264.84482106923076,0.0038461538461538464,1,628.399999,628.399999
facebook / cpc,20231118,263,273,0.7326007326007326,200,263.7911953406593,0.003663003663003663,1,236.5,236.5
facebook / cpc,20231124,264,281,0.6405693950177936,180,128.40732878647688,0.0035587188612099642,1,151.889998,151.889998
facebook / cpc,20231129,215,221,0.5475113122171946,121,115.3826777692308,0.004524886877828055,1,104.999999,104.999999
facebook / cpc,20231130,239,252,0.5753968253968254,145,110.54485707539683,0.003968253968253968,1,65.01,65.01
facebook / cpc,20231202,105,111,0.5765765765765766,64,77.76756118018018,0.009009009009009009,1,399.299998,399.299998
facebook / cpc,20231207,98,98,0.6224489795918368,61,143.0288172755102,0.01020408163265306,1,569,569
facebook / cpc,20231210,165,172,0.622093023255814,107,203.51087059302327,0.005813953488372093,1,122.03,122.03
facebook / cpc,20231215,127,136,0.5220588235294118,71,121.46724747794117,0.007352941176470588,1,147.480002,147.480002
facebook / cpc,20231216,121,130,0.5076923076923077,66,184.3019790230769,0.007692307692307693,1,139.360001,139.360001
facebook / cpc,20231221,90,95,0.45263157894736844,43,74.59189773684211,0.010526315789473684,1,140.850002,140.850002
facebook / cpc,20231222,116,120,0.5083333333333333,61,88.68448145833334,0.008333333333333333,1,324.17,324.17
facebook / cpc,20231225,251,257,0.5058365758754864,130,110.73714816731517,0.0038910505836575876,1,168.939999,168.939999
facebook / cpc,20231226,131,137,0.6496350364963503,89,182.28024107299274,0.0072992700729927005,1,537.840001,537.840001
facebook / cpc,20231230,105,109,0.6330275229357798,69,153.0869583944954,0.009174311926605505,1,256.859999,256.859999
google / Shopping,20231130,42,43,0.7209302325581395,31,230.0925013255814,0.023255813953488372,1,572.289998,572.289998
google / cpc,20230314,227,280,0.6821428571428572,191,342.11767555,0.0035714285714285713,1,0,0
google / cpc,20230404,202,242,0.640495867768595,155,404.9078522024794,0.004132231404958678,1,186.2,186.2
google / cpc,20230405,198,237,0.6413502109704642,152,260.14428023628693,0.004219409282700422,1,598.000001,598.000001
google / cpc,20230406,195,242,0.6322314049586777,153,282.27785456611576,0.004132231404958678,1,156.469998,156.469998
google / cpc,20230413,153,192,0.6614583333333334,127,330.7771604739583,0.005208333333333333,1,143.839999,143.839999
google / cpc,20230419,158,194,0.654639175257732,127,355.2789586443299,0.005154639175257732,1,1077.379999,1077.379999
google / cpc,20230420,148,185,0.7243243243243244,134,480.26238058378385,0.005405405405405406,1,418.7,418.7
google / cpc,20230511,298,346,0.5635838150289018,195,208.95750391618498,0.002890173410404624,1,533.620002,533.620002
google / cpc,20230518,200,234,0.6324786324786325,148,296.83953645726496,0.004273504273504274,1,286.400001,286.400001
google / cpc,20230621,440,496,0.4475806451612903,222,212.45897592540322,0.0020161290322580645,1,917.949998,917.949998
google / cpc,20230625,183,208,0.5913461538461539,123,243.78856146153845,0.004807692307692308,1,388.349998,388.349998
google / cpc,20230818,249,288,0.5798611111111112,167,194.4451609236111,0.003472222222222222,1,562.119999,562.119999
google / cpc,20230906,181,224,0.6339285714285714,142,321.6398360892857,0.004464285714285714,1,264.540001,264.540001
google / cpc,20231004,247,291,0.6563573883161512,191,327.2974479656357,0.003436426116838488,1,165.190002,165.190002
google / cpc,20231017,227,279,0.6451612903225806,180,261.7567447562724,0.0035842293906810036,1,1119.240001,1119.240001
google / cpc,20231201,224,278,0.6151079136690647,171,315.46133681294964,0.0035971223021582736,1,175.069999,175.069999
google / cpc,20231208,215,266,0.6203007518796992,165,355.46723591353384,0.0037593984962406013,1,177.670002,177.670002
google / cpc,20231218,242,319,0.6269592476489029,200,354.50170698746086,0.003134796238244514,1,88.470001,88.470001
google / cpc,20231220,235,299,0.6354515050167224,190,320.4545014648829,0.0033444816053511705,1,294.939999,294.939999
google / cpc,20231222,164,198,0.6161616161616161,122,219.34795697474746,0.005050505050505051,1,917.190002,917.190002
google / cpc,20231225,117,140,0.6428571428571429,90,265.07488094285713,0.007142857142857143,1,60.39,60.39
google / cpc,20231227,174,215,0.7209302325581395,155,339.1870508232558,0.004651162790697674,1,2168.28,2168.28
google / cpc,20231228,173,202,0.6782178217821783,137,258.7219829653465,0.0049504950495049506,1,115.269999,115.269999
google / organic,20230314,66,79,0.6455696202531646,51,239.30816898734176,0.012658227848101266,1,0,0
google / organic,20230324,37,48,0.6458333333333334,31,269.4692764375,0.020833333333333332,1,364.04,364.04
google / organic,20230326,39,44,0.5227272727272727,23,96.68586043181818,0.022727272727272728,1,198.899997,198.899997
google / organic,20230327,52,59,0.6610169491525424,39,209.38284933898305,0.01694915254237288,1,149.4,149.4
google / organic,20230328,62,72,0.6388888888888888,46,394.1246107638888,0.013888888888888888,1,937.890001,937.890001
google / organic,20230331,47,50,0.6,30,281.41691086,0.02,1,283.860001,283.860001
google / organic,20230404,62,73,0.6575342465753424,48,438.0067746849315,0.0136986301369863,1,111.69,111.69
google / organic,20230414,49,57,0.5964912280701754,34,362.54183259649125,0.017543859649122806,1,164.25,164.25
google / organic,20230416,39,44,0.5,22,224.93325747727275,0.022727272727272728,1,1990.800002,1990.800002
google / organic,20230417,79,93,0.6774193548387096,63,399.29810297849457,0.010752688172043012,1,75.9,75.9
google / organic,20230419,63,77,0.6623376623376623,51,581.6986972597402,0.012987012987012988,1,744.200001,744.200001
google / organic,20230422,45,51,0.6470588235294118,33,251.91999592156864,0.0196078431372549,1,38.800001,38.800001
google / organic,20230424,70,80,0.6625,53,339.6552559375,0.0125,1,766.260001,766.260001
google / organic,20230427,54,64,0.640625,41,437.656940765625,0.015625,1,161.640002,161.640002
google / organic,20230428,55,64,0.625,40,318.597960609375,0.015625,1,1325.279998,1325.279998
google / organic,20230429,45,55,0.4909090909090909,27,184.06806634545458,0.01818181818181818,1,687.250002,687.250002
google / organic,20230430,40,42,0.7380952380952381,31,248.0732966666667,0.023809523809523808,1,445.650002,445.650002
google / organic,20230502,71,90,0.5666666666666667,51,299.6410621555556,0.011111111111111112,1,1189.820001,1189.820001
google / organic,20230504,54,57,0.5614035087719298,32,265.7772094210526,0.017543859649122806,1,414.371614,414.371614
google / organic,20230508,59,69,0.6086956521739131,42,479.56155257971017,0.014492753623188406,1,90.120002,90.120002
google / organic,20230511,62,72,0.5416666666666666,39,207.86889240277776,0.013888888888888888,1,568.559998,568.559998
google / organic,20230516,52,66,0.5,33,302.83825045454546,0.015151515151515152,1,367.110002,367.110002
google / organic,20230518,47,53,0.660377358490566,35,253.47451284905662,0.018867924528301886,1,304.300002,304.300002
google / organic,20230522,61,71,0.5774647887323944,41,295.920658056338,0.014084507042253521,1,519.010002,519.010002
google / organic,20230527,42,45,0.4888888888888889,22,222.76789733333334,0.022222222222222223,1,145.310001,145.310001
google / organic,20230602,49,63,0.6666666666666666,42,247.68241666666665,0.015873015873015872,1,89.16,89.16
google / organic,20230612,60,66,0.4696969696969697,31,235.33351071212118,0.015151515151515152,1,339.700002,339.700002
google / organic,20230613,54,59,0.6779661016949152,40,294.7217155932204,0.01694915254237288,1,267.239999,267.239999
google / organic,20230614,62,67,0.582089552238806,39,196.04860029850747,0.014925373134328358,1,458.4,458.4
google / organic,20230624,40,48,0.6041666666666666,29,151.3839303125,0.020833333333333332,1,191.270001,191.270001
google / organic,20230626,71,89,0.6404494382022472,57,321.94144895505616,0.011235955056179775,1,62.14,62.14
google / organic,20230627,69,82,0.5853658536585366,48,246.8046690609756,0.012195121951219513,1,112.930002,112.930002
google / organic,20230630,56,64,0.625,40,199.79452840625,0.015625,1,117.249999,117.249999
google / organic,20230702,45,53,0.6037735849056604,32,331.5071392075472,0.018867924528301886,1,1038,1038
google / organic,20230710,70,87,0.6436781609195402,56,388.23995416091947,0.011494252873563218,1,197.049998,197.049998
google / organic,20230712,57,65,0.5076923076923077,33,219.0575444923077,0.015384615384615385,1,69.030001,69.030001
google / organic,20230713,53,66,0.6515151515151515,43,240.16612024242426,0.015151515151515152,1,592.730001,592.730001
google / organic,20230714,71,91,0.7362637362637363,67,274.7122411208791,0.01098901098901099,1,479.6,479.6
google / organic,20230718,68,78,0.7307692307692307,57,462.1157322692308,0.01282051282051282,1,125.859998,125.859998
google / organic,20230724,69,82,0.6219512195121951,51,338.9679124878049,0.012195121951219513,1,1693.560001,1693.560001
google / organic,20230725,63,72,0.6944444444444444,50,285.0295375138889,0.013888888888888888,1,119.8,119.8
google / organic,20230726,60,76,0.5789473684210527,44,339.0636194342105,0.013157894736842105,1,315.689998,315.689998
google / organic,20230801,65,74,0.5945945945945946,44,222.13249012162163,0.013513513513513514,1,135.839998,135.839998
google / organic,20230804,48,54,0.6296296296296297,34,264.13637227777775,0.018518518518518517,1,2013.760002,2013.760002
google / organic,20230805,42,50,0.62,31,213.61236926,0.02,1,305.549998,305.549998
google / organic,20230809,68,74,0.5405405405405406,40,200.45280875675678,0.013513513513513514,1,120.500001,120.500001
google / organic,20230811,72,81,0.6419753086419753,52,418.5732520493827,0.012345679012345678,1,134.6,134.6
google / organic,20230812,46,58,0.5862068965517241,34,205.19215512068968,0.017241379310344827,1,418.5,418.5
google / organic,20230816,87,101,0.6435643564356436,65,290.29470313861384,0.009900990099009901,1,443.53,443.53
google / organic,20230818,69,81,0.6296296296296297,51,299.2012995925926,0.012345679012345678,1,67.25,67.25
google / organic,20230820,43,51,0.6470588235294118,33,359.2365384705882,0.0196078431372549,1,328.389998,328.389998
google / organic,20230825,76,89,0.5842696629213483,52,327.0882577303371,0.011235955056179775,1,93.430002,93.430002
google / organic,20230830,70,79,0.6835443037974683,54,323.09540501265826,0.012658227848101266,1,105.469999,105.469999
google / organic,20230901,48,60,0.5833333333333334,35,203.47443736666668,0.016666666666666666,1,278.020001,278.020001
google / organic,20230903,61,66,0.5909090909090909,39,272.74265751515156,0.015151515151515152,1,197.17,197.17
google / organic,20230906,60,71,0.704225352112676,50,213.0468024084507,0.014084507042253521,1,890,890
google / organic,20230913,75,88,0.6022727272727273,53,227.27817854545455,0.011363636363636364,1,140.570002,140.570002
google / organic,20230914,72,84,0.6309523809523809,53,247.49153769047618,0.011904761904761904,1,350.419999,350.419999
google / organic,20230926,70,84,0.5714285714285714,48,289.86541108333336,0.011904761904761904,1,565.400002,565.400002
google / organic,20231008,43,46,0.5,23,110.29167630434779,0.021739130434782608,1,293.249998,293.249998
google / organic,20231014,42,49,0.6326530612244898,31,260.03985765306123,0.02040816326530612,1,105.49,105.49
google / organic,20231017,66,75,0.6133333333333333,46,401.8308694666667,0.013333333333333334,1,5413.150001,5413.150001
google / organic,20231019,64,74,0.6486486486486487,48,396.39709506756753,0.013513513513513514,1,578.8,578.8
google / organic,20231023,86,98,0.6938775510204082,68,265.85027181632654,0.01020408163265306,1,467.57,467.57
google / organic,20231024,84,94,0.7021276595744681,66,182.38153231914893,0.010638297872340425,1,404.259999,404.259999
google / organic,20231027,72,83,0.6506024096385542,54,325.12625148192774,0.012048192771084338,1,230.969998,230.969998
google / organic,20231031,97,109,0.5871559633027523,64,207.08233955045873,0.009174311926605505,1,66.829998,66.829998
google / organic,20231101,83,97,0.6391752577319587,62,344.82643162886603,0.010309278350515464,1,54.170001,54.170001
google / organic,20231109,117,126,0.6190476190476191,78,177.92709926190477,0.007936507936507936,1,1999.000001,1999.000001
google / organic,20231110,71,85,0.6588235294117647,56,374.7157231058824,0.011764705882352941,1,339.680001,339.680001
google / organic,20231114,90,116,0.5517241379310345,64,511.9302074482759,0.008620689655172414,1,112.350001,112.350001
google / organic,20231116,110,126,0.6666666666666666,84,293.37717144444446,0.007936507936507936,1,505.380001,505.380001
google / organic,20231117,83,100,0.67,67,380.1914393999999,0.01,1,206.63,206.63
google / organic,20231122,117,144,0.6111111111111112,88,229.36183213888887,0.006944444444444444,1,389.670002,389.670002
google / organic,20231123,100,107,0.6355140186915887,68,199.5360453551402,0.009345794392523364,1,538.920002,538.920002
google / organic,20231124,87,99,0.6767676767676768,67,753.0416072828284,0.010101010101010102,1,99.86,99.86
google / organic,20231125,84,101,0.5643564356435643,57,251.39035697029703,0.009900990099009901,1,161.039999,161.039999
google / organic,20231126,90,98,0.5714285714285714,56,203.8281494897959,0.01020408163265306,1,145.880001,145.880001
google / organic,20231127,123,144,0.6111111111111112,88,397.3442710763889,0.006944444444444444,1,644.85,644.85
google / organic,20231130,104,120,0.6666666666666666,80,263.04371203333335,0.008333333333333333,1,192.769998,192.769998
google / organic,20231202,71,84,0.5595238095238095,47,230.5805172142857,0.011904761904761904,1,772.139998,772.139998
google / organic,20231203,88,97,0.4845360824742268,47,173.88754309278352,0.010309278350515464,1,539.099999,539.099999
google / organic,20231204,101,115,0.7043478260869566,81,274.2178063391304,0.008695652173913044,1,192.669998,192.669998
google / organic,20231205,97,107,0.6355140186915887,68,196.5847371775701,0.009345794392523364,1,233.569999,233.569999
google / organic,20231206,94,105,0.6190476190476191,65,166.3184370666667,0.009523809523809525,1,424.500001,424.500001
google / organic,20231207,92,99,0.6767676767676768,67,256.3652105050505,0.010101010101010102,1,1381.279999,1381.279999
google / organic,20231212,102,120,0.5916666666666667,71,262.5140909,0.008333333333333333,1,371.490002,371.490002
google / organic,20231216,53,58,0.5517241379310345,32,176.1749632586207,0.017241379310344827,1,423.599999,423.599999
google / organic,20231219,96,110,0.6272727272727273,69,175.6410786909091,0.00909090909090909,1,85.650002,85.650002
google / organic,20231221,66,81,0.5432098765432098,44,169.65000150617286,0.012345679012345678,1,1587.600002,1587.600002
google / organic,20231227,98,114,0.6491228070175439,74,272.2350760526316,0.008771929824561403,1,139.229998,139.229998
l.instagram.com / referral,20230327,70,72,0.8472222222222222,61,181.23000608333334,0.013888888888888888,1,108.160002,108.160002
l.instagram.com / referral,20230802,55,59,0.8813559322033898,52,383.0845981694915,0.01694915254237288,1,335.301818,335.301818
l.instagram.com / referral,20230814,57,62,0.5483870967741935,34,115.23342916129032,0.016129032258064516,1,86.65,86.65
l.instagram.com / referral,20230816,44,45,0.5555555555555556,25,157.1153785333333,0.022222222222222223,1,191.390002,191.390002
l.instagram.com / referral,20231103,48,54,0.6111111111111112,33,264.97562294444447,0.018518518518518517,1,319.050002,319.050002
l.instagram.com / referral,20231108,46,51,0.6274509803921569,32,190.6754733529412,0.0196078431372549,1,238.290002,238.290002
l.instagram.com / referral,20231113,50,51,0.7058823529411765,36,144.07681952941175,0.0196078431372549,1,206.840002,206.840002
l.instagram.com / referral,20231122,59,60,0.7333333333333333,44,213.75034398333338,0.016666666666666666,1,783.609998,783.609998
linktr.ee / referral,20230320,41,45,0.8888888888888888,40,451.33926397777776,0.022222222222222223,1,265.620002,265.620002
linktr.ee / referral,20230801,59,61,0.9344262295081968,57,279.6071231639345,0.01639344262295082,1,104.699998,104.699998
linktr.ee / referral,20230912,173,176,0.8806818181818182,155,265.7046474204545,0.005681818181818182,1,414.300001,414.300001
linktr.ee / referral,20230916,52,56,0.9464285714285714,53,218.75985339285717,0.017857142857142856,1,598.739998,598.739998
linktr.ee / referral,20230917,40,41,0.8536585365853658,35,269.9677539512195,0.024390243902439025,1,217.930002,217.930002
linktr.ee / referral,20231022,55,60,0.85,51,312.0003041,0.016666666666666666,1,592.200001,592.200001
